event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,touch_count,credit
2019-10-01 02:24:02+00:00,view,7202317,2053013553165631753,,lego,24.45,400972610,a6b41834-75dd-4cd5-ace6-cbe1a4fe54df,5,0.2
2019-10-01 03:14:33+00:00,view,4803981,2053013554658804075,electronics.audio.headphone,huawei,41.16,409686912,041a0df4-818f-4f5f-becd-8837bab489a1,2,0.5
2019-10-01 03:15:00+00:00,view,4803981,2053013554658804075,electronics.audio.headphone,huawei,41.16,409686912,041a0df4-818f-4f5f-becd-8837bab489a1,2,0.5
2019-10-01 03:13:01+00:00,view,1004751,2053013555631882655,electronics.smartphone,samsung,203.86,414175028,20e74028-9b1d-47c3-bbbe-bf5c88e79889,4,0.25
2019-10-01 03:27:11+00:00,view,1004751,2053013555631882655,electronics.smartphone,samsung,203.86,414175028,34e7051a-f6b0-41cc-91a0-4ce7195b0693,4,0.25
2019-10-01 03:24:40+00:00,view,1004751,2053013555631882655,electronics.smartphone,samsung,203.86,414175028,3d658103-eea5-40ae-87cc-490acdac6a12,4,0.25
2019-10-01 03:25:57+00:00,view,1004751,2053013555631882655,electronics.smartphone,samsung,203.86,414175028,90144db6-9316-4d24-ada5-69efa95eda27,4,0.25
2019-10-01 03:50:27+00:00,view,1004659,2053013555631882655,electronics.smartphone,samsung,787.11,414824833,27bf2149-23af-43e9-b940-313029038764,1,1.0
2019-10-01 03:07:30+00:00,view,5600378,2053013562913194819,,braun,440.14,418056247,c7acba82-ca0b-463c-8135-aad85b4f0f32,2,0.5
2019-10-01 03:09:09+00:00,view,5600378,2053013562913194819,,braun,440.14,418056247,c7acba82-ca0b-463c-8135-aad85b4f0f32,2,0.5
2019-10-01 04:01:12+00:00,view,1600282,2053013553056579841,computers.peripherals.printer,hp,38.35,418226573,7f725b0b-a5f0-4a38-9ba8-0e6d097c3a52,2,0.5
2019-10-01 04:02:24+00:00,view,1600282,2053013553056579841,computers.peripherals.printer,hp,38.35,418226573,7f725b0b-a5f0-4a38-9ba8-0e6d097c3a52,2,0.5
2019-10-01 03:48:48+00:00,view,17300136,2053013553853497655,,montale,102.96,420339201,09c4f0a1-39e8-4bbb-b7af-c9e823295d6c,1,1.0
2019-10-01 02:43:05+00:00,view,2601413,2053013563970159485,,artel,153.93,428099415,53b07a95-9dfb-4af4-b393-25f7c84c01ff,3,0.3333333333333333
2019-10-01 02:45:02+00:00,view,2601800,2053013563970159485,,hansa,463.31,428099415,bb343f67-81be-4b84-9cdb-9ee646429d78,3,0.3333333333333333
2019-10-01 02:45:30+00:00,view,2601831,2053013563970159485,,hansa,437.31,428099415,bb343f67-81be-4b84-9cdb-9ee646429d78,3,0.3333333333333333
2019-10-01 02:44:19+00:00,view,22700465,2053013556168753601,,startul,155.35,434894256,20a5a6bc-23ff-43d4-bc15-6bdb53c71edf,2,0.5
2019-10-01 02:45:58+00:00,view,1307073,2053013558920217191,computers.notebook,acer,669.0,434894256,20a5a6bc-23ff-43d4-bc15-6bdb53c71edf,2,0.5
2019-10-01 03:13:36+00:00,view,6000072,2053013560807654091,auto.accessories.alarm,pandora,915.98,438919966,5769387f-8d12-4dc4-97e6-2adb213f7efe,3,0.3333333333333333
2019-10-01 03:17:40+00:00,view,6000072,2053013560807654091,auto.accessories.alarm,pandora,915.98,438919966,5769387f-8d12-4dc4-97e6-2adb213f7efe,3,0.3333333333333333
2019-10-01 03:17:53+00:00,view,6000268,2053013560807654091,auto.accessories.alarm,pandora,275.43,438919966,5769387f-8d12-4dc4-97e6-2adb213f7efe,3,0.3333333333333333
2019-10-01 02:30:20+00:00,view,5100746,2053013553375346967,,huawei,63.89,441518854,42f14279-7d4f-4411-89dd-47d49ee566e7,2,0.5
2019-10-01 02:30:29+00:00,view,5100746,2053013553375346967,,huawei,63.89,441518854,42f14279-7d4f-4411-89dd-47d49ee566e7,2,0.5
2019-10-01 01:28:43+00:00,view,1701268,2053013553031414015,computers.peripherals.monitor,aoc,313.93,442188017,910514ea-9b37-4e99-b0de-d0418f57c51e,1,1.0
2019-10-01 02:48:58+00:00,view,21404902,2053013561579406073,electronics.clocks,,133.85,443779465,66d261d9-6a81-45f6-afcc-054a7309259b,1,1.0
2019-10-01 02:45:49+00:00,view,1005100,2053013555631882655,electronics.smartphone,samsung,154.42,444990139,3aa0ea60-72b9-4c7f-9471-edaafb7a71a7,1,1.0
2019-10-01 04:21:35+00:00,view,2601695,2053013563970159485,,flama,128.7,445162060,302109eb-14b9-4524-b106-0fc0161a5381,3,0.3333333333333333
2019-10-01 04:21:47+00:00,view,2602161,2053013563970159485,,shivaki,151.66,445162060,302109eb-14b9-4524-b106-0fc0161a5381,3,0.3333333333333333
2019-10-01 04:22:29+00:00,view,2602161,2053013563970159485,,shivaki,151.66,445162060,302109eb-14b9-4524-b106-0fc0161a5381,3,0.3333333333333333
2019-10-01 02:30:08+00:00,view,12701987,2053013553559896355,,tunga,38.61,445306726,1c28f23f-7e88-4403-b77d-6009c3e05405,1,1.0
2019-10-01 03:17:46+00:00,view,11000043,2053013554960793975,appliances.kitchen.toster,polaris,20.82,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:22:01+00:00,view,11000132,2053013554960793975,appliances.kitchen.toster,polaris,22.11,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:22:12+00:00,view,11000043,2053013554960793975,appliances.kitchen.toster,polaris,20.82,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:22:36+00:00,view,11000043,2053013554960793975,appliances.kitchen.toster,polaris,20.82,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:22:46+00:00,view,11000062,2053013554960793975,appliances.kitchen.toster,vitek,24.71,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:23:05+00:00,view,11000062,2053013554960793975,appliances.kitchen.toster,vitek,24.71,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:23:19+00:00,view,2800399,2053013563835941749,appliances.kitchen.refrigerators,,157.02,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:24:20+00:00,view,2800399,2053013563835941749,appliances.kitchen.refrigerators,,157.02,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:24:36+00:00,view,11000062,2053013554960793975,appliances.kitchen.toster,vitek,24.71,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:24:38+00:00,view,11000043,2053013554960793975,appliances.kitchen.toster,polaris,20.82,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:25:07+00:00,view,11000042,2053013554960793975,appliances.kitchen.toster,polaris,25.69,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:25:26+00:00,view,11000042,2053013554960793975,appliances.kitchen.toster,polaris,25.69,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:26:32+00:00,view,11000126,2053013554960793975,appliances.kitchen.toster,gorenje,43.73,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:27:10+00:00,view,11000126,2053013554960793975,appliances.kitchen.toster,gorenje,43.73,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:29:22+00:00,view,6301478,2053013554834964853,appliances.kitchen.kettle,gorenje,51.46,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:29:52+00:00,view,6301478,2053013554834964853,appliances.kitchen.kettle,gorenje,51.46,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:30:44+00:00,view,2702178,2053013563911439225,appliances.kitchen.refrigerators,gorenje,518.13,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:31:05+00:00,view,6301318,2053013554834964853,appliances.kitchen.kettle,gorenje,35.78,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:35:01+00:00,view,6301318,2053013554834964853,appliances.kitchen.kettle,gorenje,35.78,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:39:04+00:00,view,6301518,2053013554834964853,appliances.kitchen.kettle,gorenje,36.01,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 03:40:05+00:00,view,6301318,2053013554834964853,appliances.kitchen.kettle,gorenje,35.78,450756413,a87ab3e1-a69c-4280-a2d3-5cb898463478,21,0.047619047619047616
2019-10-01 02:54:42+00:00,view,1201297,2172371436436455782,electronics.tablet,apple,384.31,451508091,c2be20e6-43af-4efe-aa64-70e59799639d,1,1.0
2019-10-01 04:22:22+00:00,view,12718788,2053013553559896355,,michelin,167.96,452859779,89a5daf1-fce8-43e7-98b2-733e7d902ca0,5,0.2
2019-10-01 04:22:40+00:00,cart,12718788,2053013553559896355,,michelin,167.96,452859779,89a5daf1-fce8-43e7-98b2-733e7d902ca0,5,0.2
2019-10-01 04:23:09+00:00,cart,12718788,2053013553559896355,,michelin,167.96,452859779,89a5daf1-fce8-43e7-98b2-733e7d902ca0,5,0.2
2019-10-01 04:23:33+00:00,view,12718788,2053013553559896355,,michelin,167.96,452859779,89a5daf1-fce8-43e7-98b2-733e7d902ca0,5,0.2
2019-10-01 04:24:30+00:00,view,12718788,2053013553559896355,,michelin,167.96,452859779,d4ca3ebd-d0a9-4577-9381-4b5b3b4012b5,5,0.2
2019-10-01 03:45:00+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,738.61,456364940,6acaa8de-4660-4c99-94f0-74dcbf3a6c11,1,1.0
2019-10-01 03:52:43+00:00,view,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,457035150,38850a79-8888-40e4-8f0b-11e119731f06,1,1.0
2019-10-01 04:05:12+00:00,view,6200687,2053013552293216471,appliances.environment.air_heater,oasis,28.03,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:06:45+00:00,view,6200687,2053013552293216471,appliances.environment.air_heater,oasis,28.03,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:08:18+00:00,view,6200294,2053013552293216471,appliances.environment.air_heater,elenberg,41.16,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:09:10+00:00,view,6200294,2053013552293216471,appliances.environment.air_heater,elenberg,41.16,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:09:23+00:00,view,6200720,2053013552293216471,appliances.environment.air_heater,oasis,28.08,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:09:44+00:00,view,6200687,2053013552293216471,appliances.environment.air_heater,oasis,28.03,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:10:10+00:00,view,6200689,2053013552293216471,appliances.environment.air_heater,oasis,37.81,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:10:36+00:00,view,6200687,2053013552293216471,appliances.environment.air_heater,oasis,28.03,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:10:39+00:00,view,6200720,2053013552293216471,appliances.environment.air_heater,oasis,28.08,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:10:51+00:00,view,6200924,2053013552293216471,appliances.environment.air_heater,tefal,61.75,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:11:16+00:00,view,6200965,2053013552293216471,appliances.environment.air_heater,elenberg,36.01,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:14:17+00:00,view,6200373,2053013552293216471,appliances.environment.air_heater,electrolux,51.46,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:19:28+00:00,view,6200373,2053013552293216471,appliances.environment.air_heater,electrolux,51.46,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 04:22:53+00:00,purchase,6200373,2053013552293216471,appliances.environment.air_heater,electrolux,51.46,457360398,b7360dbb-427a-428b-a4fb-1f8872884d4d,14,0.07142857142857142
2019-10-01 02:25:31+00:00,view,13200834,2053013557192163841,furniture.bedroom.bed,,155.19,458126552,8e99c323-eec7-4a06-a816-5d5e6ddb798a,3,0.3333333333333333
2019-10-01 02:26:19+00:00,view,13201018,2053013557192163841,furniture.bedroom.bed,,307.83,458126552,8e99c323-eec7-4a06-a816-5d5e6ddb798a,3,0.3333333333333333
2019-10-01 02:27:11+00:00,view,13200179,2053013557192163841,furniture.bedroom.bed,brw,170.15,458126552,8e99c323-eec7-4a06-a816-5d5e6ddb798a,3,0.3333333333333333
2019-10-01 03:35:48+00:00,view,2300161,2053013560530830019,electronics.camera.video,sjcam,64.09,459555560,4ab08ce9-b342-4c5b-a6e1-44bb03181678,24,0.041666666666666664
2019-10-01 03:36:17+00:00,view,2300161,2053013560530830019,electronics.camera.video,sjcam,64.09,459555560,4ab08ce9-b342-4c5b-a6e1-44bb03181678,24,0.041666666666666664
2019-10-01 03:36:35+00:00,view,2300288,2053013560530830019,electronics.camera.video,panasonic,875.16,459555560,4ab08ce9-b342-4c5b-a6e1-44bb03181678,24,0.041666666666666664
2019-10-01 03:26:05+00:00,view,2300222,2053013560530830019,electronics.camera.video,sony,334.6,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:26:50+00:00,view,2300227,2053013560530830019,electronics.camera.video,sony,411.34,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:27:00+00:00,view,2300222,2053013560530830019,electronics.camera.video,sony,334.6,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:27:17+00:00,view,2300222,2053013560530830019,electronics.camera.video,sony,334.6,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:29:27+00:00,view,2300222,2053013560530830019,electronics.camera.video,sony,334.6,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:29:38+00:00,view,2300161,2053013560530830019,electronics.camera.video,sjcam,64.09,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:31:00+00:00,view,2300161,2053013560530830019,electronics.camera.video,sjcam,64.09,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:31:35+00:00,view,2300163,2053013560530830019,electronics.camera.video,sjcam,86.23,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:32:11+00:00,view,2300163,2053013560530830019,electronics.camera.video,sjcam,86.23,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:32:23+00:00,view,2300261,2053013560530830019,electronics.camera.video,acme,79.54,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:33:08+00:00,view,2300261,2053013560530830019,electronics.camera.video,acme,79.54,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:33:36+00:00,view,2300262,2053013560530830019,electronics.camera.video,xiaomi,133.83,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:33:59+00:00,view,2300262,2053013560530830019,electronics.camera.video,xiaomi,133.83,459555560,5b203159-c8e7-4d89-959c-9821d0f9ea94,24,0.041666666666666664
2019-10-01 03:39:10+00:00,view,9500007,2053013552502931683,computers.peripherals.camera,defender,11.74,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:40:02+00:00,view,2300177,2053013560530830019,electronics.camera.video,veho,25.62,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:40:14+00:00,view,2300303,2053013560530830019,electronics.camera.video,prolike,51.22,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:40:25+00:00,view,2300305,2053013560530830019,electronics.camera.video,prolike,38.35,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:40:48+00:00,view,2300305,2053013560530830019,electronics.camera.video,prolike,38.35,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:41:06+00:00,view,2300310,2053013560530830019,electronics.camera.video,bluesonic,82.37,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:41:54+00:00,view,2300310,2053013560530830019,electronics.camera.video,bluesonic,82.37,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 03:42:22+00:00,view,2300294,2053013560530830019,electronics.camera.video,gopro,437.51,459555560,cc172d78-f926-40cd-ba9f-b829a975eee4,24,0.041666666666666664
2019-10-01 02:42:48+00:00,view,15200519,2053013553484398879,,bars,54.06,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:44:16+00:00,view,15200181,2053013553484398879,,bars,65.89,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:44:37+00:00,view,15200181,2053013553484398879,,bars,65.89,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:44:41+00:00,view,15200181,2053013553484398879,,bars,65.89,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:44:55+00:00,view,15200181,2053013553484398879,,bars,65.89,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:46:58+00:00,view,15200519,2053013553484398879,,bars,54.06,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:47:11+00:00,view,15200519,2053013553484398879,,bars,54.06,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:47:39+00:00,view,15200519,2053013553484398879,,bars,54.06,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:48:06+00:00,view,15200519,2053013553484398879,,bars,54.06,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:48:26+00:00,view,15200519,2053013553484398879,,bars,54.06,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:48:31+00:00,view,15200181,2053013553484398879,,bars,65.89,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:48:44+00:00,view,15200501,2053013553484398879,,bars,43.76,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:48:51+00:00,view,15200403,2053013553484398879,,bars,40.93,460690368,1f14ae0e-86f7-4664-8df1-2a155d4756f7,13,0.07692307692307693
2019-10-01 02:20:26+00:00,view,11500184,2053013554625249641,,marshall,283.12,461597049,2caed953-dd85-4233-b13f-1b5d403bc235,2,0.5
2019-10-01 02:21:36+00:00,view,11500842,2053013554625249641,,marshall,356.77,461597049,2caed953-dd85-4233-b13f-1b5d403bc235,2,0.5
2019-10-01 04:20:48+00:00,view,5100566,2053013553341792533,electronics.clocks,apple,453.27,462745712,01692d20-e835-469b-afd0-b819d83b44a6,1,1.0
2019-10-01 03:46:21+00:00,view,12704965,2053013553559896355,,viatti,97.69,463264821,226b755d-561c-42cc-9254-c19876accfcb,1,1.0
2019-10-01 02:48:02+00:00,view,1004750,2053013555631882655,electronics.smartphone,samsung,197.43,463389113,946d3372-5af2-4a5a-b30b-ef7eef464fba,1,1.0
2019-10-01 03:14:07+00:00,view,28716714,2053013565480109009,apparel.shoes.keds,,89.84,463517957,b375d4eb-21d4-4df0-a37e-0d35c28c9736,1,1.0
2019-10-01 02:58:30+00:00,view,12300067,2053013556311359947,construction.tools.drill,bosch,87.26,463570586,39ca9511-b8bb-46cb-a302-d3afaf810c5c,11,0.09090909090909091
2019-10-01 03:00:05+00:00,view,12300067,2053013556311359947,construction.tools.drill,bosch,87.26,463570586,39ca9511-b8bb-46cb-a302-d3afaf810c5c,11,0.09090909090909091
2019-10-01 03:00:57+00:00,view,12300067,2053013556311359947,construction.tools.drill,bosch,87.26,463570586,39ca9511-b8bb-46cb-a302-d3afaf810c5c,11,0.09090909090909091
2019-10-01 03:02:57+00:00,view,12300067,2053013556311359947,construction.tools.drill,bosch,87.26,463570586,39ca9511-b8bb-46cb-a302-d3afaf810c5c,11,0.09090909090909091
2019-10-01 02:58:22+00:00,view,12300078,2053013556311359947,construction.tools.drill,bosch,82.37,463570586,b584d617-0714-418b-a2f8-4c1ae36bef36,11,0.09090909090909091
2019-10-01 02:59:34+00:00,view,12300078,2053013556311359947,construction.tools.drill,bosch,82.37,463570586,b584d617-0714-418b-a2f8-4c1ae36bef36,11,0.09090909090909091
2019-10-01 02:58:43+00:00,view,12300061,2053013556311359947,construction.tools.drill,bosch,95.19,463570586,b69b5796-5512-4691-9bea-4017f40b9234,11,0.09090909090909091
2019-10-01 03:02:46+00:00,view,12300061,2053013556311359947,construction.tools.drill,bosch,95.19,463570586,b69b5796-5512-4691-9bea-4017f40b9234,11,0.09090909090909091
2019-10-01 03:04:16+00:00,view,12300061,2053013556311359947,construction.tools.drill,bosch,95.19,463570586,b69b5796-5512-4691-9bea-4017f40b9234,11,0.09090909090909091
2019-10-01 03:33:43+00:00,view,12300061,2053013556311359947,construction.tools.drill,bosch,95.19,463570586,b69b5796-5512-4691-9bea-4017f40b9234,11,0.09090909090909091
2019-10-01 03:34:02+00:00,view,12300061,2053013556311359947,construction.tools.drill,bosch,95.19,463570586,b69b5796-5512-4691-9bea-4017f40b9234,11,0.09090909090909091
2019-10-01 03:22:45+00:00,view,27900046,2053013564741911467,,,87.24,464569119,34c55e56-9128-4198-b0e9-aa685dd46c19,3,0.3333333333333333
2019-10-01 03:23:53+00:00,view,27900046,2053013564741911467,,,87.24,464569119,34c55e56-9128-4198-b0e9-aa685dd46c19,3,0.3333333333333333
2019-10-01 03:27:02+00:00,view,10700955,2053013561277416167,,,57.91,464569119,34c55e56-9128-4198-b0e9-aa685dd46c19,3,0.3333333333333333
2019-10-01 03:34:57+00:00,view,12600010,2053013554751078769,appliances.kitchen.grill,clatronic,43.73,464590906,2b4cff15-8e33-4fd9-95ff-30f73bac500c,2,0.5
2019-10-01 03:39:43+00:00,view,12600010,2053013554751078769,appliances.kitchen.grill,clatronic,43.73,464590906,2b4cff15-8e33-4fd9-95ff-30f73bac500c,2,0.5
2019-10-01 03:59:44+00:00,view,9200360,2053013552913973497,computers.peripherals.keyboard,kingston,94.58,464933860,049f80a6-68eb-444f-9f81-fc8c8fe46deb,4,0.25
2019-10-01 04:00:20+00:00,view,9200360,2053013552913973497,computers.peripherals.keyboard,kingston,94.58,464933860,049f80a6-68eb-444f-9f81-fc8c8fe46deb,4,0.25
2019-10-01 04:00:38+00:00,view,9200360,2053013552913973497,computers.peripherals.keyboard,kingston,94.58,464933860,049f80a6-68eb-444f-9f81-fc8c8fe46deb,4,0.25
2019-10-01 04:00:45+00:00,view,9200360,2053013552913973497,computers.peripherals.keyboard,kingston,94.58,464933860,049f80a6-68eb-444f-9f81-fc8c8fe46deb,4,0.25
2019-10-01 04:27:35+00:00,view,2601779,2053013563970159485,,artel,174.78,466416731,e4ab44f3-7454-49a2-80c1-510c37acd2f5,1,1.0
2019-10-01 02:51:21+00:00,view,12709953,2053013553559896355,,triangle,46.33,466923158,7df3792e-8e70-4904-b862-abcfbe165504,3,0.3333333333333333
2019-10-01 02:52:51+00:00,view,12709953,2053013553559896355,,triangle,46.33,466923158,b0503ef9-b86a-4c33-babb-92e10e8dfd64,3,0.3333333333333333
