user_id,event_time,event_type,product_id,category_id,category_code,brand,price,user_session
464933860,2019-10-01 04:00:45+00:00,view,9200360,2053013552913973497,computers.peripherals.keyboard,kingston,94.58,049f80a6-68eb-444f-9f81-fc8c8fe46deb
466416731,2019-10-01 04:27:35+00:00,view,2601779,2053013563970159485,,artel,174.78,e4ab44f3-7454-49a2-80c1-510c37acd2f5
466923158,2019-10-01 02:55:10+00:00,view,12709953,2053013553559896355,,triangle,46.33,b0503ef9-b86a-4c33-babb-92e10e8dfd64
471785689,2019-10-01 04:00:32+00:00,view,1004225,2053013555631882655,electronics.smartphone,apple,1012.19,57ed5082-547b-485c-bf3b-79652407d5b8
472704676,2019-10-01 02:58:30+00:00,view,21409322,2053013561579406073,electronics.clocks,casio,106.82,4bc9f600-997f-4bcb-8e92-87eafa3c408c
472886914,2019-10-01 03:52:34+00:00,view,17600503,2053013558895051365,,,6.1,4d7c06a3-6fee-45ff-b1c2-318e3d492536
474416987,2019-10-01 03:31:39+00:00,view,21403592,2053013561579406073,electronics.clocks,casio,29.6,6476682a-63e7-44e6-8977-e3613211a0b2
474832046,2019-10-01 00:07:29+00:00,view,31501044,2053013558031024687,,luminarc,102.71,16ce2a05-8593-4b0e-9614-f5663cd42778
474967396,2019-10-01 02:31:50+00:00,view,2800007,2053013563835941749,appliances.kitchen.refrigerators,atlant,257.15,16d2b7be-1b6d-4f12-b0a0-0dc916a8c662
476935833,2019-10-01 03:01:16+00:00,view,1201365,2172371436436455782,electronics.tablet,samsung,382.91,68b24961-b786-4bb7-a32c-94c88ffacc85
477121012,2019-10-01 01:06:56+00:00,view,1004839,2053013555631882655,electronics.smartphone,oppo,179.39,413b498a-71d5-49fa-b896-1761ab981917
478756812,2019-10-01 03:48:46+00:00,view,4803420,2053013554658804075,electronics.audio.headphone,meizu,72.07,27ae6ae5-6ab6-42c7-be2b-b8faa5e45baf
478876800,2019-10-01 04:17:18+00:00,view,1480638,2053013561092866779,computers.desktop,asus,2059.23,e2f7ec6d-17b4-4068-9297-ee65e245bb73
479233261,2019-10-01 02:23:39+00:00,view,1002544,2053013555631882655,electronics.smartphone,apple,464.13,44dd8d4a-5fa0-44a8-9729-4720cb8cc98f
480112030,2019-10-01 04:26:30+00:00,view,26402937,2053013563651392361,,trollbeads,1139.06,b796f373-12c8-42a9-bfa6-958566729f70
480631967,2019-10-01 02:57:40+00:00,view,15400224,2070005009256284935,,intex,1260.67,92aa1912-b242-4cb2-a432-701a77fc9745
481764679,2019-10-01 03:19:55+00:00,view,5100468,2053013553341792533,electronics.clocks,elari,48.25,77a7c21b-00c0-4ca6-bebc-108dffcf07aa
482136003,2019-10-01 04:21:37+00:00,view,1004836,2053013555631882655,electronics.smartphone,samsung,241.18,38028bc8-dd6e-4e87-b719-dd3d60eb09f1
484104478,2019-10-01 03:55:20+00:00,view,5100466,2053013553341792533,electronics.clocks,elari,35.81,8f38835b-6d2b-4d3d-835c-6b013bdf242d
484760693,2019-10-01 04:18:16+00:00,view,1003524,2053013555631882655,electronics.smartphone,huawei,231.38,d6d2d0b1-6df3-4b28-91e1-e6051af18a64
485042717,2019-10-01 04:06:40+00:00,view,2401412,2053013563743667055,appliances.kitchen.hood,hansa,102.94,6b6bd602-eeea-42f5-a052-d22e32110a20
485580346,2019-10-01 02:24:09+00:00,view,13600071,2053013557477376525,furniture.bathroom.bath,triton,322.91,f5c8a960-afc9-4207-9eff-f5ae4a0091ae
486126757,2019-10-01 04:28:08+00:00,view,21411198,2053013561579406073,electronics.clocks,orient,154.44,855a0e15-0d5e-46cf-8f5d-fdcc04dc767e
486222257,2019-10-01 02:55:26+00:00,view,18001148,2053013558525952589,,apple,51.43,60ecf7e1-65b9-4503-8554-dd5b0a383c14
486616816,2019-10-01 04:13:06+00:00,view,1004650,2053013555631882655,electronics.smartphone,samsung,628.78,4385bbf5-78db-4879-b7ea-15816dde7f44
486650497,2019-10-01 03:15:43+00:00,view,1003499,2053013555631882655,electronics.smartphone,oneplus,462.05,f322cd38-c9d2-43c9-b3f6-a126e3b5284e
487191665,2019-10-01 03:53:20+00:00,view,5100834,2053013553375346967,,xiaomi,48.59,9b2805ef-07da-420e-9932-1829cdbca0e8
487195764,2019-10-01 03:48:54+00:00,view,1004873,2053013555631882655,electronics.smartphone,samsung,388.81,0f1376ec-33ec-4658-b9d3-14c64c3fcdfa
487683064,2019-10-01 04:28:17+00:00,view,2702590,2053013563911439225,appliances.kitchen.refrigerators,dauscher,198.18,358699ad-c3eb-4c18-b0bf-4acf200174db
488352205,2019-10-01 04:23:34+00:00,view,2800083,2053013563835941749,appliances.kitchen.refrigerators,pozis,237.33,bea3f092-f0b4-4c42-8ffd-bedede821b20
489083956,2019-10-01 03:40:28+00:00,view,26014946,2053013562837697343,,,5.07,e3252d26-0a38-433f-9282-5fa0e1a92dbd
489110084,2019-10-01 03:16:35+00:00,view,31501100,2053013558031024687,,luminarc,189.43,5fa5b8d7-88d1-45e5-aced-d30aadf36a88
489198768,2019-10-01 02:19:38+00:00,view,4804056,2053013554658804075,electronics.audio.headphone,apple,161.98,f9b2142b-2bc7-42d4-8f72-7bd0552e8b53
489294047,2019-10-01 02:53:42+00:00,view,1005008,2053013555631882655,electronics.smartphone,xiaomi,103.08,0282c875-832f-49fb-888d-0094fad7990a
489492092,2019-10-01 03:51:59+00:00,view,5100816,2053013553375346967,,xiaomi,29.51,30fe234c-5bc5-405b-a26b-311fedeb723e
489908877,2019-10-01 04:24:22+00:00,view,3300528,2053013555355058573,,unit,81.57,ff3dfc9d-a41f-4b3c-a1ad-1c3148438a3d
490392606,2019-10-01 04:13:16+00:00,view,2601600,2053013563970159485,,shivaki,128.42,47c71a1b-1c58-49aa-822b-a76bbf0945d8
491303749,2019-10-01 03:18:29+00:00,view,1307188,2053013558920217191,computers.notebook,hp,223.69,fc1bf7f8-1c3f-4bf6-87b5-ad72e01456b4
491443705,2019-10-01 03:39:25+00:00,view,1004209,2053013555631882655,electronics.smartphone,samsung,95.21,4e753b5e-199d-4c71-9657-93f2ea4b5dc4
492442977,2019-10-01 04:17:20+00:00,view,12706782,2053013553559896355,,nokian,111.71,3acfe69b-11f3-4709-847c-2171dff8d310
492905279,2019-10-01 00:13:28+00:00,view,34200115,2061717948493463814,,toro,7.7,889094a9-4b7c-404c-b953-0038b50d9c0a
494180593,2019-10-01 03:16:28+00:00,view,1005022,2053013555631882655,electronics.smartphone,oppo,386.08,2feec38e-1bcc-4d07-b369-f84ea0ee0ec2
496108087,2019-10-01 03:04:49+00:00,view,5100564,2053013553341792533,electronics.clocks,samsung,259.98,6888d9a9-04bd-4c2f-8c47-a4bcedec1ad2
496281986,2019-10-01 04:18:20+00:00,view,23000192,2164367422893589471,,toyota,39.9,99064c82-1d68-4428-94cc-92997e4add21
496444159,2019-10-01 03:28:38+00:00,view,1004777,2053013555631882655,electronics.smartphone,xiaomi,135.14,8c7da403-0b76-45e1-827a-ae1234a0508c
496808326,2019-10-01 02:36:48+00:00,view,12704544,2053013553559896355,,nokian,48.14,67b4eafa-d132-43ce-a429-5254aaede9aa
496957381,2019-10-01 04:10:55+00:00,view,3600644,2053013563810775923,appliances.kitchen.washer,whirlpool,364.46,9734a6c1-9102-4e8f-87ec-11bc450b2e24
497070817,2019-10-01 04:06:07+00:00,view,1004779,2053013555631882655,electronics.smartphone,xiaomi,140.85,f10bc3f2-4741-4622-9917-f61a738f0f03
497692930,2019-10-01 03:37:14+00:00,view,12703015,2053013553559896355,,cordiant,42.99,a39c0cbc-59a3-425b-9035-dc54d9ffa9b6
498613329,2019-10-01 02:26:34+00:00,view,18001391,2053013558525952589,,samsung,5.12,cbcd1d56-984c-41e9-bb13-02430fec01e2
499553335,2019-10-01 03:17:21+00:00,view,4802036,2053013554658804075,electronics.audio.headphone,apple,171.56,bdb49d7a-7daa-4ede-9632-5e3895d4dee0
500434597,2019-10-01 03:04:55+00:00,view,11500165,2053013554625249641,,x-game,7.15,5a2281df-213d-4446-b317-a385bc87a923
500521935,2019-10-01 02:50:58+00:00,view,1004870,2053013555631882655,electronics.smartphone,samsung,286.86,edd22068-ddc8-4bb1-ba72-26368054819a
501192468,2019-10-01 03:19:58+00:00,view,1802029,2053013554415534427,electronics.video.tv,tcl,385.05,bd80229a-159b-4a24-9060-b589c06ff47a
501367490,2019-10-01 02:26:39+00:00,view,6902563,2053013560312726199,furniture.living_room.chair,lorelli,55.37,99c27df7-2474-4beb-8b71-adbdc9b52f14
501591148,2019-10-01 02:56:32+00:00,view,1002544,2053013555631882655,electronics.smartphone,apple,464.13,268758c3-bf40-4aaf-bc5e-2d519729a096
501802447,2019-10-01 02:40:46+00:00,view,7300361,2053013552863641845,,toshiba,58.91,d1f6a36c-1ff4-46a8-99c5-b7f5155c0228
502188184,2019-10-01 03:35:23+00:00,view,1005112,2053013555631882655,electronics.smartphone,apple,975.57,391b7223-7da1-4dca-bce8-8ff39ed05dac
502192710,2019-10-01 03:46:55+00:00,view,18000664,2053013558525952589,,samsung,15.42,2d2c249a-7e01-48fc-8fcd-c5c265fbd3de
502214171,2019-10-01 03:16:03+00:00,view,5000343,2053013566100866035,appliances.sewing_machine,janome,334.6,d917173a-42bc-48f6-b0c9-eb26873c19dc
502372361,2019-10-01 00:05:13+00:00,view,2700609,2053013563911439225,appliances.kitchen.refrigerators,indesit,310.37,6f459751-f87b-4eec-8153-bcfafceb352c
502661377,2019-10-01 04:22:48+00:00,view,4300266,2053013552385491165,,vitek,28.24,da1fdaa9-2bba-44e9-9d25-a11cc419207a
502731204,2019-10-01 03:41:11+00:00,view,1004428,2053013555631882655,electronics.smartphone,huawei,694.72,6b062c45-0733-4efc-9d30-645a5e69c7d3
502735120,2019-10-01 04:26:54+00:00,view,6000094,2053013560807654091,auto.accessories.alarm,starline,121.24,3f9358ac-cae1-45d0-9ed4-5abc25e61b04
503286678,2019-10-01 03:18:07+00:00,view,1004785,2053013555631882655,electronics.smartphone,huawei,278.54,97a1d5e2-9d85-45b4-aa31-e5a85655825c
503400013,2019-10-01 03:17:07+00:00,view,12700088,2053013553559896355,,nokian,49.94,7599c915-1777-48b6-84a3-242105a46103
503405650,2019-10-01 02:48:37+00:00,view,4000035,2053013566142809077,construction.tools.generator,karcher,180.57,8a76b254-eb05-4a09-8eff-6158061d0d7d
503712613,2019-10-01 02:51:29+00:00,view,1004249,2053013555631882655,electronics.smartphone,apple,739.81,f04ce684-ce44-4150-b3dd-bb6999d1007b
503946138,2019-10-01 03:12:01+00:00,view,9800341,2053013554071601477,,x-game,16.64,73e77a44-8a69-4429-89f1-8c6da8f06867
504105065,2019-10-01 03:23:52+00:00,view,1004897,2053013555631882655,electronics.smartphone,huawei,952.15,4925f84c-68a2-4bbd-92a1-61cc161f3a32
504367068,2019-10-01 04:09:45+00:00,view,1801607,2053013554415534427,electronics.video.tv,samsung,881.63,9234eb1c-20df-4a57-8d35-e2bd0d3493a7
504386888,2019-10-01 02:54:05+00:00,view,1002547,2053013555631882655,electronics.smartphone,apple,470.8,a52bff68-17aa-4f4c-b323-328e66418a11
504429960,2019-10-01 04:14:48+00:00,view,2900838,2053013554776244595,appliances.kitchen.microwave,korting,275.66,54243b1c-14aa-4c29-9ddd-6607865700a1
504703997,2019-10-01 04:08:58+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,1d3a21e4-025b-48b9-be48-c85b8b2aebc5
504944278,2019-10-01 03:42:50+00:00,view,1004775,2053013555631882655,electronics.smartphone,xiaomi,181.96,b2076ca6-f8bb-44a8-bd55-4ee5415a5844
505769120,2019-10-01 03:44:49+00:00,view,25509743,2053013562208551707,,gerat,128.66,f9ea9ce0-8cb3-4c86-9741-ca0716bdbd39
505913959,2019-10-01 03:52:20+00:00,view,1004740,2053013555631882655,electronics.smartphone,xiaomi,218.51,43deaa05-4b03-4a8a-b707-3ed26ad3f9b1
506395116,2019-10-01 03:00:16+00:00,view,10100528,2053013553283072273,,,46.31,478fc2f0-4b78-40ac-9fe1-6b30997fb733
506661592,2019-10-01 02:19:01+00:00,view,27700956,2053013560086233771,construction.tools.pump,greenpro,52.4,bab06cd3-0595-45c5-8449-f802a8190bc0
506690497,2019-10-01 04:09:34+00:00,view,1003306,2053013555631882655,electronics.smartphone,apple,587.56,e8624a2d-fa56-49d4-848f-fcdddd7203a1
506835665,2019-10-01 04:28:00+00:00,view,1003907,2053013555631882655,electronics.smartphone,huawei,124.84,ea595a8c-84d9-4bf1-95c2-eff65f9fe524
507004334,2019-10-01 02:52:21+00:00,view,27300015,2053013563366179673,,jetpik,191.99,d5766562-b8f4-44ab-9f8d-c4e49f2b6ec7
507412213,2019-10-01 04:26:56+00:00,view,1004856,2053013555631882655,electronics.smartphone,samsung,130.76,a2f2d6f2-2f3f-4256-acfc-600464639094
507564181,2019-10-01 02:01:36+00:00,view,1005100,2053013555631882655,electronics.smartphone,samsung,154.42,7a7701c6-6d17-4e9a-a32a-06d1d61972e3
508225538,2019-10-01 02:38:56+00:00,view,1004785,2053013555631882655,electronics.smartphone,huawei,278.55,e8085be6-2a06-4eb8-9bb6-0bd17b0b7aed
508888222,2019-10-01 03:44:07+00:00,view,1306591,2053013558920217191,computers.notebook,asus,514.79,c8d52a80-6ea7-44f0-b677-4f4279e2d525
509481306,2019-10-01 02:19:51+00:00,view,3500116,2053013555287949705,,moulinex,180.16,2362539d-d119-4fb5-9a60-e4b03100b987
509498541,2019-10-01 02:57:01+00:00,view,12703015,2053013553559896355,,cordiant,42.99,a38dd0e8-db51-474f-9c93-f98891b334d6
509583615,2019-10-01 03:57:27+00:00,view,23900154,2053013561814287111,,vladi,213.65,e7cf6137-eb1b-40ce-88a4-0a1c9c59291b
510772226,2019-10-01 04:06:43+00:00,view,28100957,2053013564918072245,,balta,48.91,409ea5e4-a81b-4ad3-b6ae-e1ca264852c0
511314220,2019-10-01 03:37:48+00:00,view,14300068,2053013557603205653,electronics.audio.music_tools.piano,yamaha,236.53,38a6b5c3-5ac2-44f9-8fee-29b6e03c1239
511460516,2019-10-01 03:12:56+00:00,view,11500445,2053013554625249641,,xiaomi,24.45,c385b80d-579a-48de-8ce3-4b34bef62c90
511760465,2019-10-01 02:30:25+00:00,view,2601936,2053013563970159485,,dauscher,483.9,a9ea75c1-1c16-4e48-b898-063d26b4e2ee
512313473,2019-10-01 04:23:27+00:00,view,23000081,2164367422893589471,,mitasu,46.85,5c05248d-3a06-4801-93e6-6f2e1b360134
512363659,2019-10-01 04:19:38+00:00,view,3100087,2053013555262783879,appliances.kitchen.blender,panasonic,64.27,27ae5d95-91ba-4782-b89d-44a7e3680d6d
512363681,2019-10-01 03:05:41+00:00,view,5800949,2053013553945772349,electronics.audio.subwoofer,kicx,64.35,fedb7723-1999-40bc-b35b-ba5c81c00973
512363879,2019-10-01 03:25:10+00:00,view,7006333,2053013560346280633,kids.carriage,babytime,79.54,df7ee0f2-a222-4a5a-b5bc-666282adec83
512363931,2019-10-01 03:48:01+00:00,view,4501001,2053013563877884791,appliances.kitchen.hob,saturn,16.47,f70f2875-1a70-4f44-a0ba-fd5d4009851d
512363992,2019-10-01 04:24:09+00:00,view,1003549,2053013555631882655,electronics.smartphone,samsung,344.64,abc36578-eff3-4885-8417-97aabacdfa97
512363994,2019-10-01 04:03:08+00:00,view,5700614,2053013553970938175,auto.accessories.player,nakamichi,64.09,d0bb2f55-3621-4edd-82bb-40af0a358a19
512364193,2019-10-01 03:41:00+00:00,view,1005114,2053013555631882655,electronics.smartphone,apple,1181.5,ad152f62-985e-48b3-bd80-f1237fd7c935
512364242,2019-10-01 04:05:26+00:00,view,15100133,2053013557024391671,electronics.smartphone,lider,304.49,f6e7a471-558a-47bd-a4b1-750f5895933e
512364479,2019-10-01 03:34:00+00:00,view,15901520,2053013558190408249,electronics.smartphone,granhel,39.64,305773de-0306-44b6-a81e-4e754859d94d
512365063,2019-10-01 04:10:21+00:00,view,1004872,2053013555631882655,electronics.smartphone,samsung,286.35,ead74cfb-202b-4a22-ad2f-06b4ba53303c
512365496,2019-10-01 03:58:32+00:00,view,1005105,2053013555631882655,electronics.smartphone,apple,1415.48,d5aa25d2-afb4-4644-8edc-d8004c03091d
512366249,2019-10-01 02:24:23+00:00,view,9900453,2053013552570040549,electronics.video.projector,byintek,167.77,a8bcd0d9-3c59-4085-a41b-10e528076d7e
512366672,2019-10-01 03:41:29+00:00,view,14100411,2053013557670314521,electronics.audio.acoustic,yamaha,148.88,cd04117f-e11d-45e1-a579-ea6f715d0730
512366925,2019-10-01 03:19:04+00:00,view,13500001,2053013557099889147,furniture.bedroom.bed,vmv,25.71,51897722-4deb-452b-8a68-63c8f1b4a5cb
512366996,2019-10-01 04:04:54+00:00,view,7203286,2053013553165631753,kids.toys,lego,45.95,1549e737-1b2c-453e-b737-ca8f5bd094f5
512367071,2019-10-01 02:23:41+00:00,view,1004836,2053013555631882655,electronics.smartphone,samsung,241.19,6532b1af-77b0-42fd-9146-69db436d0018
512367362,2019-10-01 03:56:29+00:00,view,1500462,2053013552955916539,computers.peripherals.printer,hp,96.44,a561f062-442b-4343-86b6-5fa622f7187b
512367412,2019-10-01 02:28:04+00:00,view,1005142,2053013555631882655,electronics.smartphone,apple,2072.1,3f579602-c425-468a-bdfa-2d9465fcfa32
512367789,2019-10-01 03:21:05+00:00,view,52000043,2137704922018218396,,harley-davidson,189.19,593d3394-f022-4940-b33c-de703a110500
512367865,2019-10-01 02:22:40+00:00,view,26203606,2053013563693335403,,sokolov,33.46,068c2ea6-6b4e-4078-8cdf-53e459d389e9
512367874,2019-10-01 03:44:33+00:00,view,28716514,2053013565782098913,apparel.shoes,respect,128.45,0a77bc08-80cb-40fe-bb3e-4a8d57d6cf6e
512368217,2019-10-01 02:40:39+00:00,view,4804295,2053013554658804075,electronics.audio.headphone,xiaomi,23.13,6380ec6d-90f0-43d1-a1b2-1d240ab3af39
512368269,2019-10-01 03:17:10+00:00,view,30000071,2127425436764865054,construction.tools.welding,carlsbad,74.36,6884846c-8cc1-4fc3-912b-0ace9ed77156
512368482,2019-10-01 04:28:24+00:00,view,1005014,2053013555631882655,electronics.smartphone,samsung,614.55,bcdc1948-b73a-41c6-a422-1ece434c225e
512369627,2019-10-01 02:46:34+00:00,view,17300768,2053013553853497655,,,61.77,2c679001-bea3-4429-8cb8-a95aafe2b820
512369675,2019-10-01 04:06:13+00:00,view,1005015,2053013555631882655,electronics.smartphone,samsung,604.88,028e6d06-cc11-43e6-8709-462c70702dbf
512370506,2019-10-01 03:45:54+00:00,view,26400677,2053013563651392361,,lucente,324.08,d48b0f89-6db9-415a-910f-15d7f46b48e5
512371142,2019-10-01 03:46:15+00:00,view,31501043,2053013558031024687,,luminarc,110.66,e854ffdf-aac3-4ad9-a278-5b73b627942e
512371341,2019-10-01 04:22:47+00:00,view,3601437,2053013563810775923,appliances.kitchen.washer,lg,380.85,dc1fba31-dae3-40f5-bd46-f68a7c4ee131
512371551,2019-10-01 04:05:40+00:00,view,12703410,2053013553559896355,,cordiant,47.62,f681c5a5-0ce2-4cc9-85de-503d5389d96b
512371822,2019-10-01 02:33:49+00:00,view,2501705,2053013564003713919,appliances.kitchen.oven,bbk,84.92,e5af7820-07c4-4723-aa0a-e22d9e810eab
512371867,2019-10-01 03:32:34+00:00,view,1004792,2053013555631882655,electronics.smartphone,xiaomi,455.35,e98891bf-5241-4263-8ccb-75e2a7a1a29c
512372522,2019-10-01 03:06:36+00:00,view,13200993,2053013557192163841,furniture.bedroom.bed,bts,145.64,14cdc0de-1d4f-404e-9bd6-dd8687a41502
512373516,2019-10-01 04:13:25+00:00,view,1005166,2053013555631882655,electronics.smartphone,xiaomi,321.5,50d9a16c-eb6b-4cf8-b6a6-8f08b1ac2fe8
512373792,2019-10-01 02:53:14+00:00,purchase,9000196,2053013566067311601,,janome,213.61,8b6814cb-7c0e-4cc9-8224-3a75672affff
512374774,2019-10-01 03:31:28+00:00,view,1004536,2053013555631882655,electronics.smartphone,huawei,796.64,e91c99d9-1529-4970-8714-d9414cbf8abc
512374823,2019-10-01 04:17:15+00:00,view,14300250,2053013557603205653,electronics.audio.music_tools.piano,casio,315.07,7f83a54b-918d-4a50-90b6-374ead90a622
512375719,2019-10-01 03:44:05+00:00,purchase,1004863,2053013555631882655,electronics.smartphone,samsung,174.75,9ac1f974-3c92-4fab-8513-64f0359b6eaa
512375742,2019-10-01 04:25:44+00:00,view,12709941,2053013553559896355,,yokohama,87.52,b9db888c-8766-48d5-b215-e0fb6fb06961
512376264,2019-10-01 04:28:07+00:00,purchase,1002974,2053013555631882655,electronics.smartphone,huawei,149.3,f2c706d2-46d9-4d98-9f19-fe9ead457a71
512376434,2019-10-01 03:59:55+00:00,view,2402249,2053013563743667055,appliances.kitchen.hood,akpo,122.3,7067768c-1d15-4493-81e5-f7cb37f54b5b
512377508,2019-10-01 03:35:22+00:00,view,15900951,2053013558190408249,,rondell,27.0,336601cc-250f-4a8c-a4a8-7398215f9ce1
512378538,2019-10-01 03:11:11+00:00,view,28900004,2053013560413389501,,fujifilm,102.94,3bcc46eb-585e-4718-b6b7-8ed5e6df5981
512378730,2019-10-01 04:25:10+00:00,view,4700466,2053013560899928785,auto.accessories.videoregister,navitel,95.21,26afc929-a981-45f1-b8f8-d5f713be27cc
512379330,2019-10-01 02:53:09+00:00,view,3601516,2053013563810775923,appliances.kitchen.washer,samsung,579.14,9efd2190-3255-4843-8737-3b6891ad37da
512380230,2019-10-01 03:55:40+00:00,view,1004767,2053013555631882655,electronics.smartphone,samsung,254.76,6eae9709-ce41-45d3-90dd-4f237a5ef3ec
512380304,2019-10-01 03:52:37+00:00,view,1003318,2053013555631882655,electronics.smartphone,apple,1070.8,bb06d879-01c0-4e66-b143-da2228cb83ea
