User_ID,Timestamp,UTM_Source,Campaign,Converted,Revenue,Ad_Spend,Clicks,Impressions
U0039,2026-03-15 09:00:00,LinkedIn,LinkedIn_B2B,1,600,6392,252,9994
U0040,2026-03-05 09:00:00,Blog,Content_Marketing,0,0,2794,375,7230
U0041,2026-03-22 03:00:00,Facebook,FB_Summer,0,0,4611,67,19991
U0041,2026-01-17 02:00:00,LinkedIn,LinkedIn_B2B,0,0,2644,117,18675
U0041,2026-03-09 16:00:00,LinkedIn,LinkedIn_B2B,0,0,7755,296,10671
U0041,2026-01-15 14:00:00,LinkedIn,LinkedIn_B2B,0,0,6540,420,14022
U0041,2026-02-16 15:30:00,Blog,Content_Marketing,1,250,4725,238,9590
U0042,2026-01-14 21:00:00,LinkedIn,LinkedIn_B2B,0,0,5599,217,8253
U0042,2026-03-23 14:00:00,Google,Google_Search,0,0,2145,73,2219
U0042,2026-03-05 03:00:00,LinkedIn,LinkedIn_B2B,0,0,4716,239,18701
U0042,2026-03-17 23:00:00,TikTok,TikTok_Viral,0,0,7829,300,14373
U0042,2026-01-05 22:00:00,LinkedIn,LinkedIn_B2B,1,600,3971,100,13036
U0043,2026-02-20 08:00:00,Google,Google_Search,0,0,4725,96,7950
U0043,2026-01-03 01:00:00,Blog,Content_Marketing,0,0,5625,155,3248
U0043,2026-01-27 18:00:00,Blog,Content_Marketing,0,0,2208,453,1092
U0043,2026-01-19 04:00:00,LinkedIn,LinkedIn_B2B,0,0,1211,117,1486
U0043,2026-01-31 18:00:00,LinkedIn,LinkedIn_B2B,1,400,7076,265,18238
U0044,2026-02-27 11:00:00,TikTok,TikTok_Viral,0,0,6038,72,18086
U0045,2026-01-08 15:00:00,Google,Google_Search,0,0,6835,277,3408
U0045,2026-02-11 19:00:00,Google,Google_Search,0,0,5795,330,11655
U0045,2026-03-18 16:00:00,TikTok,TikTok_Viral,1,900,7497,409,4749
U0046,2026-02-27 07:00:00,TikTok,TikTok_Viral,0,0,6976,98,11241
U0046,2026-02-10 21:00:00,TikTok,TikTok_Viral,0,0,4885,84,3989
U0046,2026-01-12 13:00:00,Google,Google_Search,0,0,5557,80,19402
U0046,2026-02-12 21:00:00,Blog,Content_Marketing,0,0,7146,266,2685
U0046,2026-03-18 09:00:00,LinkedIn,LinkedIn_B2B,1,150,6379,296,8348
U0047,2026-02-17 03:00:00,Blog,Content_Marketing,1,400,7923,337,19243
U0048,2026-01-24 08:00:00,Google,Google_Search,1,250,1050,142,5694
U0049,2026-01-19 23:00:00,Google,Google_Search,0,0,2762,242,14757
U0049,2026-02-13 05:00:00,TikTok,TikTok_Viral,0,0,5649,355,3783
U0049,2026-01-20 05:00:00,Google,Google_Search,0,0,4629,388,14894
U0049,2026-03-19 14:00:00,TikTok,TikTok_Viral,0,0,3827,270,4633
U0049,2026-03-28 21:00:00,LinkedIn,LinkedIn_B2B,1,600,2806,252,2795
U0050,2026-01-28 04:00:00,LinkedIn,LinkedIn_B2B,1,150,5074,432,15111
U0051,2026-03-10 22:00:00,TikTok,TikTok_Viral,0,0,3901,86,14011
U0051,2026-02-25 00:00:00,Google,Google_Search,0,0,4516,343,14252
U0052,2026-02-21 00:00:00,Google,Google_Search,0,0,4769,475,12857
U0052,2026-02-25 03:00:00,Google,Google_Search,0,0,4242,495,11167
U0052,2026-01-29 10:00:00,LinkedIn,LinkedIn_B2B,0,0,5346,311,7353
U0052,2026-02-14 23:00:00,LinkedIn,LinkedIn_B2B,1,250,1842,124,9387
U0053,2026-01-20 20:00:00,Blog,Content_Marketing,0,0,4800,436,19472
U0053,2026-02-27 21:00:00,Blog,Content_Marketing,0,0,6116,215,11359
U0054,2026-03-02 14:00:00,Google,Google_Search,0,0,3883,309,3431
U0054,2026-03-01 14:00:00,LinkedIn,LinkedIn_B2B,1,900,6281,492,3958
U0055,2026-03-16 17:00:00,Unknown,TikTok_Viral,0,0,7634,342,7168
U0055,2026-03-19 15:00:00,LinkedIn,LinkedIn_B2B,0,0,7643,478,12253
U0055,2026-03-06 20:00:00,Google,Google_Search,0,0,4599,318,18129
U0055,2026-01-21 11:00:00,Blog,Content_Marketing,0,0,3771,397,2715
U0055,2026-01-09 10:00:00,LinkedIn,LinkedIn_B2B,1,600,6928,486,5927
U0056,2026-03-26 04:00:00,Blog,Content_Marketing,0,0,6424,250,5225
U0056,2026-04-01 02:00:00,Blog,Content_Marketing,0,0,7661,115,18248
U0056,2026-03-24 21:00:00,Google,Google_Search,0,0,2476,159,12197
U0057,2026-01-18 04:00:00,Facebook,FB_Summer,0,0,7315,326,18253
U0057,2026-03-26 10:00:00,Google,Google_Search,0,0,2263,133,6925
U0057,2026-01-22 23:00:00,Blog,Content_Marketing,0,0,2945,277,10336
U0057,2026-01-30 17:00:00,TikTok,TikTok_Viral,1,150,7841,149,13053
U0058,2026-02-06 12:00:00,TikTok,TikTok_Viral,0,0,2635,460,5535
U0058,2026-01-07 20:00:00,LinkedIn,LinkedIn_B2B,0,0,6827,483,17905
U0058,2026-02-06 02:00:00,Google,Google_Search,0,0,2207,475,15335
U0058,2026-01-29 14:00:00,Google,Google_Search,0,0,4247,307,13253
U0058,2026-02-19 02:00:00,Facebook,FB_Summer,1,900,7874,415,11986
U0059,2026-02-06 15:00:00,Google,Google_Search,0,0,4674,365,1172
U0059,2026-01-03 08:00:00,Google,Google_Search,0,0,5987,320,14869
U0060,2026-02-08 03:00:00,Facebook,FB_Summer,1,250,4744,82,4632
U0061,2026-03-15 07:00:00,Unknown,Content_Marketing,0,0,3890,173,19699
U0061,2026-01-24 21:00:00,TikTok,TikTok_Viral,0,0,5309,328,17624
U0061,2026-03-12 00:00:00,Blog,Content_Marketing,0,0,4058,179,1532
U0061,2026-01-09 11:00:00,LinkedIn,LinkedIn_B2B,0,0,5766,426,11895
U0062,2026-03-11 10:00:00,LinkedIn,LinkedIn_B2B,0,0,4806,406,16680
U0062,2026-01-18 02:00:00,Unknown,FB_Summer,0,0,2651,72,7536
U0063,2026-03-07 12:00:00,LinkedIn,LinkedIn_B2B,1,400,7170,381,7262
U0064,2026-03-25 10:00:00,Google,Google_Search,0,0,4276,430,15409
U0064,2026-02-13 05:00:00,TikTok,TikTok_Viral,0,0,5253,186,3707
U0064,2026-01-11 13:00:00,TikTok,TikTok_Viral,1,400,3631,102,3623
U0065,2026-02-27 19:00:00,LinkedIn,LinkedIn_B2B,0,0,4662,71,12552
U0065,2026-02-25 08:00:00,Blog,Content_Marketing,0,0,6498,376,14310
U0065,2026-03-07 23:00:00,LinkedIn,LinkedIn_B2B,1,250,5977,397,15358
U0066,2026-01-31 20:00:00,Google,Google_Search,0,0,5956,128,15743
U0067,2026-01-10 18:00:00,TikTok,TikTok_Viral,0,0,3283,177,4717
U0067,2026-01-24 15:00:00,Google,Google_Search,0,0,7348,183,15623
U0067,2026-03-20 09:00:00,Facebook,FB_Summer,1,400,2111,486,3426
U0068,2026-01-12 21:00:00,TikTok,TikTok_Viral,0,0,6812,83,19022
U0068,2026-02-07 09:00:00,Blog,Content_Marketing,0,0,6224,139,12845
U0068,2026-01-29 03:00:00,Blog,Content_Marketing,0,0,5047,63,12825
U0068,2026-03-15 11:00:00,Blog,Content_Marketing,0,0,1706,83,11134
U0069,2026-02-22 13:00:00,Blog,Content_Marketing,0,0,6262,87,15744
U0069,2026-03-29 16:00:00,TikTok,TikTok_Viral,0,0,6241,350,6962
U0069,2026-02-25 16:00:00,Facebook,FB_Summer,0,0,2253,205,6395
U0069,2026-02-11 22:00:00,Facebook,FB_Summer,1,900,3326,483,3584
U0070,2026-02-05 04:00:00,Blog,Content_Marketing,0,0,6250,136,6052
U0070,2026-03-26 19:00:00,Facebook,FB_Summer,0,0,5617,71,1929
U0070,2026-01-06 20:00:00,Google,Google_Search,1,150,5686,263,1992
U0071,2026-03-03 07:00:00,LinkedIn,LinkedIn_B2B,0,0,1597,402,2963
U0071,2026-02-26 13:00:00,Facebook,FB_Summer,0,0,3560,491,11463
U0071,2026-02-21 04:00:00,LinkedIn,LinkedIn_B2B,0,0,2980,288,5014
U0071,2026-02-27 07:00:00,LinkedIn,LinkedIn_B2B,1,250,6041,264,9135
U0072,2026-02-10 06:00:00,Blog,Content_Marketing,0,0,5085,500,11110
U0072,2026-01-03 02:00:00,TikTok,TikTok_Viral,1,400,2762,348,12563
U0073,2026-03-05 19:00:00,LinkedIn,LinkedIn_B2B,0,0,5396,54,4522
U0074,2026-02-16 12:00:00,LinkedIn,LinkedIn_B2B,0,0,2594,235,19128
U0074,2026-01-10 12:00:00,LinkedIn,LinkedIn_B2B,0,0,6105,398,4893
U0074,2026-01-13 12:00:00,Facebook,FB_Summer,0,0,3995,436,5727
U0074,2026-03-19 16:00:00,Unknown,FB_Summer,0,0,6845,220,16523
U0075,2026-03-19 16:00:00,Facebook,FB_Summer,0,0,4219,365,10805
U0075,2026-02-13 16:00:00,Blog,Content_Marketing,0,0,3455,293,1545
U0075,2026-02-12 21:00:00,LinkedIn,LinkedIn_B2B,0,0,6941,496,1873
U0075,2026-03-02 08:00:00,Blog,Content_Marketing,0,0,5731,166,2682
U0075,2026-03-03 05:00:00,Blog,Content_Marketing,1,900,4114,125,8936
U0076,2026-01-03 14:00:00,Facebook,FB_Summer,0,0,4361,306,16453
U0077,2026-01-27 17:00:00,Blog,Content_Marketing,0,0,3570,138,16062
U0078,2026-02-15 21:00:00,Blog,Content_Marketing,0,0,6679,185,16865
U0078,2026-02-01 08:00:00,Facebook,FB_Summer,0,0,3438,444,10470
U0078,2026-03-30 22:00:00,Facebook,FB_Summer,0,0,7515,419,9960
U0078,2026-01-16 18:00:00,LinkedIn,LinkedIn_B2B,0,0,7704,226,5799
U0078,2026-01-06 09:00:00,LinkedIn,LinkedIn_B2B,1,400,6373,181,16698
U0079,2026-02-04 17:00:00,Blog,Content_Marketing,0,0,5807,172,8944
U0079,2026-03-27 16:00:00,Google,Google_Search,1,150,3705,417,16479
U0080,2026-03-12 05:00:00,Google,Google_Search,0,0,4911,383,7535
U0081,2026-03-24 01:00:00,LinkedIn,LinkedIn_B2B,0,0,5383,428,2222
U0081,2026-02-23 05:00:00,Facebook,FB_Summer,0,0,7454,303,7105
U0081,2026-01-05 00:00:00,LinkedIn,LinkedIn_B2B,1,400,3744,195,15888
U0082,2026-03-06 14:00:00,Facebook,FB_Summer,0,0,6989,284,9430
U0082,2026-01-02 23:00:00,Facebook,FB_Summer,0,0,2582,139,14287
U0082,2026-03-07 10:00:00,TikTok,TikTok_Viral,0,0,2151,294,11603
U0082,2026-01-01 08:00:00,Facebook,FB_Summer,0,0,3700,204,19772
U0082,2026-02-03 20:00:00,Google,Google_Search,1,900,4812,207,6233
U0083,2026-03-23 09:00:00,Google,Google_Search,0,0,4917,128,15908
U0083,2026-02-17 13:00:00,Blog,Content_Marketing,0,0,7569,390,8156
U0083,2026-03-29 19:00:00,Facebook,FB_Summer,0,0,6765,235,3559
U0083,2026-01-15 01:00:00,Blog,Content_Marketing,1,250,5396,126,6391
U0084,2026-03-29 06:00:00,Google,Google_Search,0,0,4649,464,2823
U0084,2026-01-17 16:00:00,TikTok,TikTok_Viral,0,0,6511,463,11098
U0084,2026-02-20 08:00:00,Google,Google_Search,1,900,1371,266,12289
U0085,2026-03-02 01:00:00,Google,Google_Search,0,0,6255,423,14774
U0086,2026-02-18 12:00:00,TikTok,TikTok_Viral,0,0,2089,384,12395
U0086,2026-01-23 17:00:00,Google,Google_Search,0,0,7838,51,1744
U0086,2026-03-01 21:00:00,LinkedIn,LinkedIn_B2B,1,600,2881,176,16093
U0087,2026-01-25 23:00:00,LinkedIn,LinkedIn_B2B,0,0,6037,442,1512
U0087,2026-01-27 02:00:00,Facebook,FB_Summer,0,0,6761,496,2595
U0087,2026-01-06 12:00:00,Facebook,FB_Summer,0,0,7357,78,5591
U0088,2026-03-15 10:00:00,Facebook,FB_Summer,0,0,2940,204,5694
U0088,2026-01-29 13:00:00,Blog,Content_Marketing,0,0,7022,139,14998
U0088,2026-03-05 01:00:00,Blog,Content_Marketing,0,0,7437,318,11444
U0088,2026-02-22 04:00:00,TikTok,TikTok_Viral,0,0,2974,484,8384
U0088,2026-04-01 04:00:00,LinkedIn,LinkedIn_B2B,1,250,4412,335,18366
U0089,2026-02-02 06:00:00,Facebook,FB_Summer,0,0,4039,97,18551
U0089,2026-01-07 08:00:00,Unknown,FB_Summer,1,600,1596,146,19312
U0090,2026-02-16 15:30:00,Facebook,FB_Summer,0,0,7074,110,16693
U0090,2026-03-31 19:00:00,Facebook,FB_Summer,1,900,3634,447,10275
U0091,2026-03-25 11:00:00,Blog,Content_Marketing,0,0,4817,100,16384
U0091,2026-01-27 11:00:00,LinkedIn,LinkedIn_B2B,0,0,7072,124,1531
U0091,2026-03-12 18:00:00,LinkedIn,LinkedIn_B2B,0,0,3702,167,13446
U0091,2026-02-01 15:00:00,Blog,Content_Marketing,1,900,7253,470,17011
U0092,2026-02-15 05:00:00,Facebook,FB_Summer,0,0,5441,378,2924
U0092,2026-01-05 02:00:00,Blog,Content_Marketing,0,0,4378,120,8583
,2026-04-01 04:00:00,Google,Google_Search,0,0,6061,376,16833
U0092,2026-01-03 00:00:00,Unknown,TikTok_Viral,1,900,6916,190,18555
U0093,2026-03-31 21:00:00,Blog,Content_Marketing,0,0,1789,318,5879
U0093,2026-01-25 19:00:00,Facebook,FB_Summer,0,0,4251,90,13224
U0093,2026-02-28 18:00:00,TikTok,TikTok_Viral,0,0,7783,484,3641
U0094,2026-02-18 12:00:00,Unknown,TikTok_Viral,0,0,2403,92,17379
U0095,2026-01-13 16:00:00,Blog,Content_Marketing,0,0,6671,340,16581
U0095,2026-01-06 02:00:00,LinkedIn,LinkedIn_B2B,0,0,6391,66,6877
U0095,2026-01-03 06:00:00,LinkedIn,LinkedIn_B2B,0,0,4262,89,10806
U0095,2026-03-14 07:00:00,Facebook,FB_Summer,1,400,5428,219,13577
U0096,2026-02-14 01:00:00,Blog,Content_Marketing,0,0,5957,443,13999
U0096,2026-01-04 20:00:00,LinkedIn,LinkedIn_B2B,0,0,3914,333,13301
U0097,2026-03-26 12:00:00,Blog,Content_Marketing,0,0,6841,87,3688
U0097,2026-01-20 12:00:00,LinkedIn,LinkedIn_B2B,0,0,3594,234,4491
U0097,2026-01-01 09:00:00,Google,Google_Search,0,0,1715,145,15122
U0097,2026-03-13 17:00:00,TikTok,TikTok_Viral,0,0,5540,97,11630
U0098,2026-02-22 12:00:00,LinkedIn,LinkedIn_B2B,0,0,2988,342,18075
U0098,2026-03-29 12:00:00,Facebook,FB_Summer,0,0,2195,82,6479
U0098,2026-02-05 13:00:00,TikTok,TikTok_Viral,0,0,3020,419,17246
U0098,2026-03-20 06:00:00,Unknown,Content_Marketing,0,0,4241,220,13448
U0099,2026-02-25 20:00:00,LinkedIn,LinkedIn_B2B,0,0,6695,152,16696
U0099,2026-01-23 12:00:00,LinkedIn,LinkedIn_B2B,0,0,5022,344,8943
U0099,2026-02-18 08:00:00,LinkedIn,LinkedIn_B2B,1,900,5619,152,18879
U0100,2026-04-01 06:00:00,TikTok,TikTok_Viral,0,0,7708,484,14406
U0100,2026-01-18 20:00:00,TikTok,TikTok_Viral,0,0,4466,454,13353
U0101,2026-03-03 18:00:00,Blog,Content_Marketing,1,900,6666,264,18814
U0102,2026-03-18 20:00:00,Blog,Content_Marketing,1,400,6445,231,6450
U0103,2026-03-24 21:00:00,Blog,Content_Marketing,0,0,7522,270,4471
U0103,2026-01-13 08:00:00,Google,Google_Search,0,0,6633,344,8242
U0103,2026-02-17 12:00:00,TikTok,TikTok_Viral,0,0,2234,226,1804
U0103,2026-01-14 09:00:00,TikTok,TikTok_Viral,0,0,6981,122,12414
U0103,2026-02-13 14:00:00,LinkedIn,LinkedIn_B2B,0,0,1799,274,15825
U0104,2026-01-06 22:00:00,LinkedIn,LinkedIn_B2B,0,0,6547,459,6385
U0104,2026-03-08 05:00:00,Facebook,FB_Summer,0,0,4785,168,14272
U0104,2026-01-24 20:00:00,Facebook,FB_Summer,0,0,2616,280,15075
U0105,2026-01-27 08:00:00,Facebook,FB_Summer,0,0,1833,459,18592
U0105,2026-02-16 10:00:00,Facebook,FB_Summer,0,0,5009,320,11269
U0105,2026-02-19 19:00:00,Blog,Content_Marketing,0,0,4750,366,6653
U0105,2026-03-20 18:00:00,LinkedIn,LinkedIn_B2B,0,0,3501,109,6998
U0106,2026-02-19 13:00:00,Blog,Content_Marketing,0,0,4986,375,18608
U0106,2026-03-13 05:00:00,Facebook,FB_Summer,0,0,4694,367,2756
U0106,2026-01-02 15:00:00,LinkedIn,LinkedIn_B2B,0,0,5140,384,17219
U0107,2026-04-01 14:00:00,Unknown,TikTok_Viral,0,0,7234,162,10571
U0107,2026-02-05 07:00:00,Google,Google_Search,0,0,7082,445,17230
U0107,2026-03-07 03:00:00,Blog,Content_Marketing,0,0,4005,327,2363
U0107,2026-03-11 06:00:00,TikTok,TikTok_Viral,1,900,7155,176,10755
U0108,2026-02-14 02:00:00,LinkedIn,LinkedIn_B2B,1,900,2941,157,12489
U0109,2026-03-20 04:00:00,Facebook,FB_Summer,0,0,5670,229,18441
U0109,2026-03-18 17:00:00,LinkedIn,LinkedIn_B2B,0,0,5691,186,17856
U0109,2026-01-18 13:00:00,Google,Google_Search,0,0,2039,409,5348
U0109,2026-01-19 22:00:00,Facebook,FB_Summer,0,0,4217,300,5658
U0109,2026-03-22 08:00:00,Blog,Content_Marketing,1,600,7509,500,4050
U0110,2026-02-16 15:30:00,LinkedIn,LinkedIn_B2B,0,0,7002,97,16022
U0110,2026-01-09 17:00:00,LinkedIn,LinkedIn_B2B,0,0,5052,187,11579
U0110,2026-02-13 17:00:00,LinkedIn,LinkedIn_B2B,0,0,3815,399,2586
U0110,2026-01-13 20:00:00,Google,Google_Search,1,250,2294,275,15959
U0111,2026-03-30 04:00:00,Facebook,FB_Summer,1,600,3244,97,12810
